model,run_file,drive_link,domain,mode,gold_answer,model_answer,verdict
x-ai/grok-4.3,gen/grok-4.3/hint_right/d0cb701cfa34.txt,https://drive.google.com/file/d/1K5RhU8OJ0uwSreOwef_5AaSoL9NKgV2C/view,world-politics-governance,hint_right,"economic and trade: Tariffs, Customs union, Industrial policy, Foreign direct investment | environment and climate: Carbon pricing, Climate adaptation, Biodiversity conservation, Renewable energy transition | national: Singapore Ministry of Trade and Industry, Supreme National Security Council of Iran, Brazilian Ministry of Environment and Climate Change, Presidency of Turkey | security and defense: Cyber defense operations, Military logistics, Counterterrorism strategy, Collective defense","collective defense, counterterrorism strategy, cyber defense operations, military logistics | customs union, foreign direct investment, industrial policy, tariffs | biodiversity conservation, carbon pricing, climate adaptation, renewable energy transition | brazilian ministry of environment and climate change, presidency of turkey, singapore ministry of trade and industry, supreme national security council of iran",SOLVED (4/4)
x-ai/grok-4.3,gen/grok-4.3/hint_right/d0f7fa920b47.txt,https://drive.google.com/file/d/1ccUNERcll8N47nvZIy101qUbttj83uvu/view,natural-sciences,hint_right,"Biology: Chlorophyll Absorption Analysis, Neural Network Brain Simulation, Protein Folding Simulations, Gene Editing in Bacteria | Chemistry: Organic Synthesis, Planetary Geology Models, Drug Metabolism Analysis, Enzyme Kinetics | Experimental: Electrolysis of Water, Double-slit Experiment, Drop Tower Microgravity Test, Stellar Spectroscopy | Theoretical: Genetic Population Studies, Mathematical Population Genetics, Quantum Field Theory, Game Theory in Evolution","game theory in evolution, gene editing in bacteria, genetic population studies, mathematical population genetics | drug metabolism analysis, electrolysis of water, enzyme kinetics, organic synthesis | double-slit experiment, drop tower microgravity test, quantum field theory, stellar spectroscopy | chlorophyll absorption analysis, neural network brain simulation, planetary geology models, protein folding simulations",WRONG (0/4)
x-ai/grok-4.3,gen/grok-4.3/hint_right/d2687c01cd3d.txt,https://drive.google.com/file/d/1nn_bZe7NC4pbiiEY-P3fbBxrGB2zH9Ck/view,natural-sciences,hint_right,"Biology: Plant Taxonomy, Gene Editing in Bacteria, Chlorophyll Absorption Analysis, Computational Protein Design | Computational Simulation: Molecular Docking Simulation, Weather Forecast Simulation, Agent-based Ecosystem Modeling, Finite Element Analysis | Experimental: Stellar Spectroscopy, Electrolysis of Water, Double-slit Experiment, Drop Tower Microgravity Test | Observational: Exoplanet Transit Monitoring, Wildlife Camera Trapping, Meteor Shower Counting, Bird Migration Tracking","bird migration tracking, exoplanet transit monitoring, meteor shower counting, wildlife camera trapping | agent-based ecosystem modeling, finite element analysis, molecular docking simulation, weather forecast simulation | chlorophyll absorption analysis, computational protein design, gene editing in bacteria, plant taxonomy | double-slit experiment, drop tower microgravity test, electrolysis of water, stellar spectroscopy",SOLVED (4/4)
x-ai/grok-4.3,gen/grok-4.3/hint_right/d2d075a0fc07.txt,https://drive.google.com/file/d/1ugk9TIYeZoLhOGe_g5DfVT_dyy7BX84d/view,modern-entertainment-pop-culture,hint_right,"East Asian: Squid Game, Parasite, Oldboy, Spirited Away | comedic: Crash Landing on You, Fall Guys, Among Us, Animal Crossing: New Horizons | horror/thriller: Get Out, The Platform, Resident Evil Village, Train to Busan | video game: Fortnite, Elden Ring, Minecraft, The Legend of Zelda: Breath of the Wild","elden ring, fortnite, minecraft, the legend of zelda: breath of the wild | crash landing on you, parasite, squid game, train to busan | get out, oldboy, spirited away, the platform | among us, animal crossing: new horizons, fall guys, resident evil village",WRONG (1/4)
x-ai/grok-4.3,gen/grok-4.3/hint_right/d4fe13ac8095.txt,https://drive.google.com/file/d/1LRxxv9exby28gjzXp3lt7kjqJh1q3pry/view,world-politics-governance,hint_right,"authoritarian: Saudi Arabia, People’s Republic of China, Russian Federation, Islamic Republic of Iran | civil society or private actor: World Economic Forum, World Wide Fund for Nature, Fridays for Future, International Chamber of Commerce | hybrid/competitive authoritarian: Turkey, Singapore, Serbia, Hungary | intergovernmental organization: World Trade Organization, UNFCCC, World Bank, International Monetary Fund","islamic republic of iran, people’s republic of china, saudi arabia, singapore | hungary, russian federation, serbia, turkey | international chamber of commerce, international monetary fund, world bank, world trade organization | fridays for future, unfccc, world economic forum, world wide fund for nature",WRONG (0/4)
x-ai/grok-4.3,gen/grok-4.3/hint_right/d652aa17f93e.txt,https://drive.google.com/file/d/1E_0dmg2Ep7hcmi3I2Kr4-Q9Ki_bh90h0/view,world-politics-governance,hint_right,"authoritarian: People’s Republic of China, Saudi Arabia, Russian Federation, Islamic Republic of Iran | intergovernmental organization: World Trade Organization, World Bank, International Monetary Fund, UNFCCC | liberal democratic: Canada, Germany, Japan, Sweden | subnational/local: Dubai Executive Council, Hong Kong Monetary Authority, Barcelona City Council, Scottish Government","barcelona city council, dubai executive council, hong kong monetary authority, scottish government | international monetary fund, unfccc, world bank, world trade organization | islamic republic of iran, japan, people’s republic of china, saudi arabia | canada, germany, russian federation, sweden",WRONG (2/4)
x-ai/grok-4.3,gen/grok-4.3/hint_right/d7f6742652cd.txt,https://drive.google.com/file/d/1lE4DlywNl8mkYHFSDWDHts4WGUZoJDNO/view,world-sport,hint_right,"ball: Kickball, Dodgeball, Bocce, Netball | global: Table Tennis Singles, Olympic Swimming, Judo, Athletics | outdoor: Orienteering, Disc Golf, Surfing, Rock Climbing | team (large): American Football, Cricket, Baseball, Ultimate Frisbee","american football, baseball, cricket, ultimate frisbee | bocce, dodgeball, netball, table tennis singles | athletics, judo, olympic swimming, surfing | disc golf, kickball, orienteering, rock climbing",WRONG (1/4)
x-ai/grok-4.3,gen/grok-4.3/hint_right/d9a73a553fe3.txt,https://drive.google.com/file/d/1bVktgtDTbbQnKfpjlrHhXeZuUiCxSVEl/view,natural-sciences,hint_right,"Computational Simulation: Molecular Docking Simulation, Agent-based Ecosystem Modeling, Weather Forecast Simulation, Finite Element Analysis | Field: Glacier Retreat Measurement, Coral Reef Transect, Plant Phenology Recording, Rainforest Biodiversity Expedition | Observational: Exoplanet Transit Monitoring, Meteor Shower Counting, Bird Migration Tracking, Wildlife Camera Trapping | Physics: Atomic Structure Analysis, Telescope Calibration, Subatomic Particle Physics, Astronomical Survey","astronomical survey, exoplanet transit monitoring, meteor shower counting, telescope calibration | atomic structure analysis, finite element analysis, molecular docking simulation, subatomic particle physics | bird migration tracking, coral reef transect, rainforest biodiversity expedition, wildlife camera trapping | agent-based ecosystem modeling, glacier retreat measurement, plant phenology recording, weather forecast simulation",WRONG (0/4)
x-ai/grok-4.3,gen/grok-4.3/hint_right/daf3d086fb33.txt,https://drive.google.com/file/d/1zV-yHkuvtEcPQqZs7gi3DRadRsBmBiVx/view,modern-entertainment-pop-culture,hint_right,"East Asian: Spirited Away, Parasite, Oldboy, Squid Game | European: Money Heist, Dark, Black Mirror, Amnesia: The Dark Descent | film or feature-length video: Roma, Prey, The Irishman, Barbie | scripted series/streaming show: Stranger Things, Abbott Elementary, The Mandalorian, Fleabag","abbott elementary, fleabag, stranger things, the mandalorian | black mirror, dark, money heist, squid game | barbie, parasite, roma, the irishman | amnesia: the dark descent, oldboy, prey, spirited away",WRONG (1/4)
x-ai/grok-4.3,gen/grok-4.3/hint_right/ddc7967e2eb5.txt,https://drive.google.com/file/d/19IJSiccVxXayoGBOrqxJQQKuP9HO9D-f/view,technology-computing,hint_right,"Linux: Linux OS, Linux Desktop Only, Linux Server, Linux Media Server | Windows: Windows OS, Windows Workstation, Windows Desktop Pro, Windows Home Server | laptop: Linux Video Station, Windows Travel Laptop, Windows Entertainment Tablet, Windows Gaming Laptop | macOS: MacOS Home Hub, macOS, MacOS Mini, MacOS Workstation","macos, macos home hub, macos mini, macos workstation | linux media server, linux server, linux video station, windows home server | windows entertainment tablet, windows gaming laptop, windows travel laptop, windows workstation | linux desktop only, linux os, windows desktop pro, windows os",WRONG (1/4)
x-ai/grok-4.3,gen/grok-4.3/hint_right/ddf740ceb81e.txt,https://drive.google.com/file/d/1H1fB5huc3QWjQ9sUjr4hwj5XA2RqCZth/view,world-politics-governance,hint_right,"authoritarian: People’s Republic of China, Saudi Arabia, North Korea, Russian Federation | intergovernmental organization: United Nations, UNFCCC, World Trade Organization, International Monetary Fund | liberal democratic: Germany, Canada, Sweden, Japan | regional/supranational: European Union, Shanghai Cooperation Organisation, African Union, OPEC","african union, european union, opec, shanghai cooperation organisation | international monetary fund, unfccc, united nations, world trade organization | canada, germany, japan, sweden | north korea, people’s republic of china, russian federation, saudi arabia",SOLVED (4/4)
x-ai/grok-4.3,gen/grok-4.3/hint_right/de7e1f697778.txt,https://drive.google.com/file/d/1GthtXxMZfGt5ZyBKbpPGnvh4-QCGfOqb/view,world-religions-belief-systems,hint_right,"individual or household practice: Hindu Home Puja, Shinto, Yoruba Ifa/Orisha religion, Household Ancestor Veneration | liberation/enlightenment from suffering or ignorance: Vipassana Movement, Pure Land Buddhism, Yoga Sutra Tradition, Jainism | lineage/tradition and teachers: Santería (Lucumí), Twelver Shi'a Islam, Zen Buddhism, Tibetan Buddhism | salvation or reconciliation with the divine: Eastern Orthodoxy, Evangelical Protestantism, Zoroastrianism, Gaudiya Vaishnavism","pure land buddhism, tibetan buddhism, vipassana movement, zen buddhism | eastern orthodoxy, evangelical protestantism, twelver shi'a islam, zoroastrianism | gaudiya vaishnavism, hindu home puja, jainism, yoga sutra tradition | household ancestor veneration, santería (lucumí), shinto, yoruba ifa/orisha religion",WRONG (0/4)
x-ai/grok-4.3,gen/grok-4.3/hint_right/deebe1b291ce.txt,https://drive.google.com/file/d/1WvcV0yFTZO5L5Hu_0sUtt5xEDTffajDa/view,arts-high-culture,hint_right,"European: Baltic Sea, Alps, Venetian printing revival, Iberian Peninsula | Romantic era: Romantic sublime, Sturm und Drang, Byronic hero, Cult of sensibility | poetry: 727, Oku no Hosomichi, Kokin Wakashū, The Prelude | public museum or concert hall: Docent tour, Acoustic shell, Gallery label, Season subscription","byronic hero, cult of sensibility, romantic sublime, sturm und drang | acoustic shell, docent tour, gallery label, season subscription | 727, alps, baltic sea, iberian peninsula | kokin wakashū, oku no hosomichi, the prelude, venetian printing revival",WRONG (2/4)
x-ai/grok-4.3,gen/grok-4.3/hint_right/dfbe6990ab43.txt,https://drive.google.com/file/d/12u_5PhGCcZrA57LHdHH5nTPqh8mYvyl0/view,economy-business,hint_right,"advertising-supported: Ad-funded mobile game, Free social media feed, Free search engine results page, Broadcast commercial TV program | manufacturing: Injection molding, CNC machining, Contract electronics assembly, Pharmaceutical tablet pressing | state-owned: Government-controlled utility, Crown corporation, State-owned enterprise, Sovereign development bank | subscription: Gym membership plan, Annual magazine subscription, Free-to-play learning app with premium plan, Metered digital news site","crown corporation, government-controlled utility, sovereign development bank, state-owned enterprise | cnc machining, contract electronics assembly, injection molding, pharmaceutical tablet pressing | ad-funded mobile game, broadcast commercial tv program, free search engine results page, free social media feed | annual magazine subscription, free-to-play learning app with premium plan, gym membership plan, metered digital news site",SOLVED (4/4)
x-ai/grok-4.3,gen/grok-4.3/hint_right/e14d1e7a63df.txt,https://drive.google.com/file/d/13UIssPufr20_njOmcgDo01LWqwtP-dCb/view,arts-high-culture,hint_right,"Romantic era: Cult of sensibility, Sturm und Drang, Romantic sublime, Byronic hero | court-sponsored: Master of the Revels, Court patronage, Privy purse, Royal commission | opera: La traviata, The Ambassadors, The Court of Gayumars, Bahram Gur in the Turquoise Pavilion | painting: Ghent Altarpiece, The Birth of Venus, Dwelling in the Fuchun Mountains, The Last Supper","byronic hero, cult of sensibility, romantic sublime, sturm und drang | court patronage, master of the revels, privy purse, royal commission | dwelling in the fuchun mountains, ghent altarpiece, the birth of venus, the last supper | bahram gur in the turquoise pavilion, la traviata, the ambassadors, the court of gayumars",SOLVED (4/4)
x-ai/grok-4.3,gen/grok-4.3/hint_right/e16e13e5332e.txt,https://drive.google.com/file/d/1iEN4OcYLtaOPqoiJI0-HagP6HpZjvISW/view,world-history,hint_right,"Agricultural: Mesoamerican Maize Cultures, Neolithic Europe, Ancient Egypt (Agricultural), Indus Valley Civilization | Empire: British Empire, Shang Dynasty, Roman Empire, Mali Empire | Industrial: Shanghai (Modern), Industrial Revolution Britain, Manchester, Detroit (Industrial) | Republic: Republic of Venice, Athenian Democracy, French Third Republic, Novgorod Republic","british empire, mali empire, roman empire, shang dynasty | athenian democracy, french third republic, novgorod republic, republic of venice | ancient egypt (agricultural), indus valley civilization, mesoamerican maize cultures, neolithic europe | detroit (industrial), industrial revolution britain, manchester, shanghai (modern)",SOLVED (4/4)
x-ai/grok-4.3,gen/grok-4.3/hint_right/e1add8a99558.txt,https://drive.google.com/file/d/1uT-7wKErhN_r-g4xBTUWVQvM54aZatPR/view,economy-business,hint_right,"advertising-supported: Ad-funded mobile game, Broadcast commercial TV program, Free social media feed, Free search engine results page | national: Countrywide supermarket chain, Nationwide logistics network, Domestic airline network, National public broadcaster | one-time sales: Pay-per-download software sale, One-off consulting project, Single-ticket box office sale, Point-of-sale appliance purchase | subscription: Annual magazine subscription, Gym membership plan, Freemium music streaming service, Metered digital news site","annual magazine subscription, freemium music streaming service, gym membership plan, metered digital news site | one-off consulting project, pay-per-download software sale, point-of-sale appliance purchase, single-ticket box office sale | ad-funded mobile game, broadcast commercial tv program, free search engine results page, free social media feed | countrywide supermarket chain, domestic airline network, national public broadcaster, nationwide logistics network",SOLVED (4/4)
